QuestionId,SequenceId,QuizDevice
79824,898030,23
79828,898074,9
79852,898364,7
79901,898882,9
79920,899078,9
79936,899203,8
79965,899522,23
79984,899729,23
80010,900063,8
80013,900098,23
80021,900222,7
80044,900431,9
80054,900507,9
80075,900652,7
80102,900905,7
80105,900916,23
80127,901141,8
80145,901363,9
80152,901420,7
80165,901549,7
80178,901659,7
80245,902424,9
80256,902474,7
80265,902549,7
80300,902877,23
80381,903723,7
80423,904150,7
80429,904275,9
80451,904477,9
80502,905116,8
80513,905217,8
80529,905412,7
80569,905800,7
80599,906087,9
80604,906123,7
80616,906228,8
80708,907010,7
80709,907016,7
80724,907157,9
80752,907397,23
80761,907509,8
80780,907716,23
80851,908443,8
80880,908701,8
80905,908992,7
80923,909157,9
80987,909823,23
81038,910336,8
81054,910470,7
81066,910598,7
81103,910996,9
81181,911775,8
81190,911851,7
81205,911999,9
81233,912284,7
81262,912525,7
81265,912623,7
81287,912800,8
81293,912848,7
81305,912991,9
81337,913312,7
81384,913707,23
81386,913723,9
81420,914055,8
81461,914468,7
81465,914534,8
81500,914762,9
81544,915116,9
81555,915210,7
81566,915271,9
81570,915313,7
81590,915569,7
81593,915602,7
81635,916054,9
81642,916093,7
81676,916388,9
81679,916398,8
81690,916475,23
81726,916859,7
81749,917081,23
81790,917545,7
81794,917589,7
81807,917681,23
81815,917740,9
81823,917788,8
81834,917902,23
81835,917927,7
81836,917929,23
81840,917973,9
81863,918193,7
81878,918324,23
81958,918979,9
81960,919026,7
81969,919149,7
81987,919332,7
82023,919655,7
82056,919903,8
82072,920055,7
82081,920102,7
82111,920413,8
82133,920575,23
82149,920755,8
82159,920839,9
82213,921373,7
82220,921401,8
82222,921417,7
82227,921467,9
82299,922156,8
82313,922341,9
82333,922585,23
82335,922603,23
82341,922640,8
82344,922675,7
82383,923164,8
82385,923181,9
82431,923586,8
82446,923722,23
82463,923897,8
82473,923988,8
82479,924034,7
82493,924201,23
82497,924268,9
82570,924842,8
82615,925339,7
82626,925466,7
82648,925684,23
82658,925816,9
82664,925849,7
82671,925915,8
82674,925959,7
82710,926297,23
82726,926511,23
82744,926730,8
82756,926856,7
82765,926939,8
82802,927362,23
82870,928022,8
82876,928070,7
82962,928998,9
82976,929156,8
82988,929298,23
83015,929592,8
83031,929766,7
83054,929959,23
83058,929996,9
83079,930142,23
83177,931145,9
83191,931278,9
83204,931400,8
83246,931800,9
83252,931824,23
83288,932226,7
83292,932254,7
83301,932351,23
83326,932689,7
83374,933144,9
83385,933222,7
83386,933229,7
83409,933444,8
83416,933536,9
83447,933785,8
83450,933841,8
83486,934123,7
83489,934145,7
83516,934357,8
83529,934468,8
83542,934563,23
83560,934742,8
83567,934856,7
83578,935003,7
83585,935047,9
83614,935403,23
83629,935564,7
83704,936352,23
83707,936384,8
83735,936649,8
83758,936848,23
83760,936885,8
83791,937149,7
83796,937160,8
83809,937346,7
83865,937876,7
83876,937945,8
83878,937971,8
83916,938245,9
83931,938392,9
83983,938895,23
84014,939090,8
84057,939558,7
84117,940018,8
84166,940520,9
84209,941035,8
84212,941105,23
84222,941215,23
84252,941567,7
84287,941890,7
84382,942671,9
84393,942731,9
84397,942770,8
84404,942848,8
84444,943211,7
84479,943564,9
84486,943613,23
84488,943625,7
84500,943773,8
84529,944087,7
84530,944090,23
84536,944132,7
84556,944336,9
84582,944521,8
84598,944686,8
84632,945033,7
84647,945255,7
84664,945514,7
84669,945543,7
84673,945618,23
84688,945816,8
84737,946482,23
84745,946539,8
84782,946941,9
84827,947350,8
84852,947568,8
84860,947680,23
84861,947688,23
84868,947781,7
84880,947860,7
84912,948180,8
84916,948239,23
84928,948367,7
84966,948714,7
84970,948734,9
84985,948924,8
84994,949010,23
84998,949038,8
85026,949328,7
85028,949366,8
85053,949626,23
85099,950154,7
85100,950161,23
85139,950525,8
85176,950898,7
85218,951302,7
85272,951787,7
85339,952695,23
85359,952995,8
85369,953099,23
85406,953425,23
85419,953514,7
85469,953943,23
85502,954248,9
85505,954265,23
85524,954477,23
85582,955003,23
85598,955180,7
85601,955221,23
85653,955753,23
85766,956736,8
85769,956759,9
85815,957169,8
85844,957418,7
85853,957528,23
85872,957710,23
85881,957753,9
85926,958183,7
85940,958327,23
85943,958348,7
86008,959041,12
86039,959257,9
86053,959455,8
86103,960129,9
86117,960228,8
86126,960297,9
86189,960961,7
86191,960984,9
86197,961078,7
86209,961173,7
86227,961407,7
86254,961622,7
86261,961691,7
86264,961706,12
86291,961997,9
86309,962143,8
86327,962407,23
86334,962457,23
86348,962598,7
86368,962803,12
86387,962936,23
86397,963035,23
86410,963114,8
86491,964000,7
86494,964064,9
86516,964309,8
86572,964864,8
86617,965325,7
86634,965518,7
86668,965810,9
86705,966161,23
86722,966318,7
86817,967350,7
86865,967823,7
86880,968008,7
86979,968943,8
86994,969086,7
86998,969099,7
87068,969821,9
87090,970069,9
87129,970426,23
87263,971711,23
87285,971895,8
87290,971952,7
87313,972130,7
87319,972177,9
87321,972209,9
87344,972423,23
87349,972457,8
87354,972581,8
87360,972625,8
87363,972638,9
87370,972721,8
87410,973249,7
87433,973471,7
87445,973621,9
87526,974486,9
87537,974623,8
87538,974630,8
87573,975032,7
87639,975669,8
87650,975782,7
87682,976106,23
87692,976184,7
87706,976348,12
87709,976368,9
87725,976531,9
87741,976727,23
87749,976802,7
87787,977128,8
87788,977130,9
87809,977345,9
87849,977894,7
87872,978169,8
87905,978530,7
87915,978656,8
87960,979128,23
87969,979231,9
87988,979425,23
88002,979561,8
88040,979897,7
88045,979941,8
88058,980022,7
88069,980078,7
88075,980112,7
88089,980237,23
88096,980305,8
88115,980606,8
88190,981325,9
88208,981488,7
88234,981715,8
88256,982041,7
88260,982054,9
88262,982077,9
88299,982466,8
88329,982749,7
88346,982972,9
88393,983361,9
88438,983887,9
88493,984544,9
88505,984663,23
88513,984706,7
88579,985527,9
88581,985544,8
88584,985584,8
88620,985953,23
88624,985978,23
88639,986142,8
88657,986332,23
88700,986880,23
88750,987529,9
88794,987939,7
88807,988070,9
88810,988089,7
88813,988111,7
88879,988813,7
88885,988859,7
88906,989051,7
88908,989080,9
88921,989235,8
88952,989566,23
88972,989673,23
88999,989925,8
89033,990358,9
89042,990456,9
89054,990588,8
89066,990669,8
89089,990865,7
89106,990980,8
89170,991661,7
89190,991802,23
89225,992143,9
89240,992292,23
89270,992657,23
89377,993822,8
89394,994016,23
89399,994048,7
89410,994192,23
89413,994227,8
89415,994249,8
89424,994310,9
89461,994646,8
89476,994788,7
89520,995193,23
89526,995254,7
89535,995352,23
89556,995591,7
89591,995904,7
89606,996076,7
89627,996264,7
89650,996512,9
89686,996946,23
89742,997408,12
89746,997443,7
89769,997623,8
89773,997661,7
89777,997725,7
89789,997823,7
89798,997927,8
89809,998010,7
89815,998081,23
89878,998681,7
89904,998956,7
89906,998970,7
89908,998987,23
89936,999269,8
89941,999319,7
89961,999470,8
89968,999524,23
89980,999640,9
89996,999776,7
89998,999778,7
90005,999825,8
